label,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,net_type,task_id,adv_id,creat_type_cd,adv_prim_id,inter_type_cd,slot_id,site_id,spread_app_id,hispace_app_tags,app_second_class,app_score,pt_d,u_newsCatInterestsST,u_refreshTimes,u_feedLifeCycle
1,5,2,32,179,5,30,3,13,263,1539,7,23090,17895,8,1592,5,22,1,257,49,17,10.0,202206060420,0,5,17
1,2,2,21,200,4,16,5,13,292,1891,4,18238,21778,4,1434,3,26,1,357,19,18,10.0,202206080434,1,0,11
1,5,2,30,113,5,15,6,16,307,1505,7,13457,18650,8,2066,4,64,1,114,43,18,10.0,202206041018,1,0,15
1,7,2,18,297,5,30,3,35,319,2032,7,13719,14231,8,1392,4,13,1,321,43,18,10.0,202206091231,1,9,17
1,7,2,16,352,2,32,6,20,229,2032,7,28621,15752,8,1203,4,28,1,162,47,14,10.0,202206081244,0,8,17
1,2,2,45,361,2,31,3,21,248,1269,7,23488,11802,3,1690,5,13,1,213,18,23,0.0,202206060942,1,6,17
1,3,2,29,116,2,19,6,30,228,1505,7,10548,16749,8,1669,4,37,1,344,20,13,10.0,202206050615,0,0,11
1,3,4,33,319,3,16,5,11,176,2032,7,28594,16884,8,1535,4,38,1,168,43,18,10.0,202206041052,1,1,11
1,3,2,21,220,5,11,8,29,213,1413,6,30063,13322,8,1369,5,17,1,162,47,23,0.0,202206070157,0,7,15
1,8,2,32,387,2,30,3,13,123,2564,6,31517,18851,8,1220,4,13,1,280,49,17,10.0,202206060623,0,0,11
1,7,2,24,431,5,16,5,20,202,2541,7,32148,10998,8,1041,5,38,1,246,47,14,10.0,202206060833,0,9,17
1,8,2,44,136,2,30,3,13,211,2397,7,10653,13957,8,1036,4,22,1,312,43,18,10.0,202206070911,0,0,17
1,7,2,28,351,2,11,8,29,213,1603,7,33422,19818,8,1036,4,64,1,312,43,18,10.0,202206030920,1,0,13
1,8,2,19,348,2,16,5,35,324,2401,7,22280,23294,8,1518,4,54,1,114,43,18,10.0,202206080822,1,0,10
1,5,2,24,431,5,34,7,21,115,1505,7,35422,13904,8,1537,4,54,1,197,46,15,10.0,202206060714,0,0,15
1,3,2,20,282,5,11,8,23,242,2289,6,19353,10193,8,1098,4,17,1,206,12,29,10.0,202206030455,1,0,13
1,8,2,32,179,5,16,5,20,220,2231,7,21771,11376,8,1535,4,54,1,168,43,18,10.0,202206041012,1,0,10
1,9,2,20,372,5,34,7,28,280,1570,6,17931,13194,8,1922,5,38,1,257,49,17,10.0,202206050948,0,0,16
1,8,2,27,162,5,16,5,20,220,2231,7,19352,12774,8,1036,4,54,1,312,43,18,10.0,202206080433,0,8,17
1,3,2,42,195,2,16,5,11,176,2117,7,33849,17184,8,1837,4,37,1,152,49,17,10.0,202206050812,0,9,17
1,2,2,16,128,2,30,3,13,265,2353,4,23598,17235,8,1005,4,59,1,309,20,13,10.0,202206091130,0,5,17
1,2,2,46,369,2,11,8,32,204,1786,7,16086,22365,8,1036,4,28,1,312,43,18,10.0,202206061103,0,7,17
1,8,2,18,152,2,11,8,36,299,2117,4,15447,22804,7,1131,3,62,1,213,18,23,0.0,202206051011,1,0,17
1,8,2,11,156,4,30,3,35,123,2397,7,14584,17683,5,1236,3,22,1,213,18,23,0.0,202206041042,0,7,17
1,6,4,33,319,3,27,2,11,321,2505,6,30169,22772,8,1763,5,17,1,192,44,17,10.0,202206060127,0,1,11
1,7,2,16,212,5,30,3,28,344,2117,7,10526,23106,5,1041,5,35,1,213,18,23,0.0,202206050612,0,5,17
1,5,2,18,297,5,11,8,32,301,2401,7,15061,13673,8,1532,4,62,1,168,43,18,10.0,202206090355,0,9,17
1,3,2,30,113,5,17,4,30,328,1505,7,20851,16985,8,1535,4,40,1,168,43,18,10.0,202206090246,0,0,17
1,5,2,45,339,2,16,5,19,124,2117,7,34041,13608,8,1036,4,36,1,312,43,18,10.0,202206090542,0,0,14
1,3,2,30,113,5,34,7,21,136,1186,6,14506,12779,8,1363,5,38,1,317,39,15,10.0,202206050711,0,8,17
1,8,2,20,328,5,34,7,20,153,1815,7,21493,15213,8,1036,4,54,1,312,43,18,10.0,202206051032,0,8,17
1,8,2,13,237,2,16,5,20,334,2541,7,18787,17830,8,1769,5,38,1,240,12,29,10.0,202206091109,0,6,17
1,3,2,45,308,2,24,2,23,305,1603,7,32960,11492,8,1669,4,54,1,344,20,13,10.0,202206031234,0,9,17
1,5,2,30,113,5,11,8,36,302,2117,4,28665,20163,8,1542,4,64,1,152,49,17,10.0,202206050436,0,0,11
1,6,4,33,319,3,27,2,11,272,1199,7,20896,12124,8,1669,4,58,1,344,20,13,10.0,202206060555,0,0,15
1,3,4,28,263,4,11,8,29,337,1881,3,18112,11236,8,1404,5,21,1,190,47,23,0.0,202206090733,0,8,17
1,5,2,19,151,4,17,4,30,328,1186,7,10699,22477,10,1509,4,16,1,162,47,14,10.0,202206050907,0,4,11
1,7,2,46,354,2,11,8,36,299,2117,7,20380,11213,8,1005,4,62,1,309,20,13,10.0,202206050227,0,5,17
1,6,4,33,319,3,27,2,11,206,1775,7,21601,21555,10,1005,4,14,1,309,20,13,10.0,202206060148,0,6,17
1,8,2,21,434,5,31,3,20,346,2103,7,28290,13224,8,1036,4,13,1,312,43,18,10.0,202206070916,0,9,17
1,3,2,34,344,2,24,2,23,305,1603,7,18800,17828,8,1036,4,47,1,312,43,18,10.0,202206091024,0,3,17
1,3,2,18,297,5,32,6,19,312,2032,7,31941,21695,8,1036,4,38,1,312,43,18,10.0,202206050228,1,0,10
1,3,2,46,316,2,17,4,30,328,1505,4,22787,19238,3,1690,5,44,1,213,18,23,0.0,202206060737,0,6,11
1,3,2,42,175,2,16,5,21,355,2401,7,31941,21695,8,1036,4,40,1,312,43,18,10.0,202206081021,0,0,15
1,2,2,20,372,5,34,7,21,115,1186,7,33607,16714,8,1518,4,38,1,114,43,18,10.0,202206081031,0,2,17
1,5,3,26,252,2,34,7,21,115,1413,7,10929,20487,8,1077,4,38,1,352,19,18,10.0,202206090102,0,4,17
1,7,2,16,352,2,21,4,12,310,2231,7,30586,17307,8,1005,4,21,1,309,20,23,0.0,202206061130,0,7,17
1,2,2,41,106,2,30,3,20,278,1308,7,31539,22208,7,1061,3,30,1,175,19,18,10.0,202206030831,0,5,17
1,2,2,24,431,5,16,5,13,168,1656,7,19429,19027,8,1637,4,12,1,152,49,17,10.0,202206040916,0,0,15
1,5,2,20,321,2,32,6,32,187,2401,7,13507,22345,8,2035,4,34,1,168,43,18,10.0,202206051202,1,0,11
1,3,2,20,372,5,28,2,11,289,1200,7,18449,14024,8,1065,5,59,1,199,49,17,10.0,202206041056,0,6,11
1,8,2,11,169,2,34,7,20,137,2117,7,32525,18722,8,1492,5,35,1,162,47,14,10.0,202206060632,1,0,12
1,3,2,20,399,2,16,5,21,327,2117,7,11939,22784,8,1036,4,54,1,312,43,18,10.0,202206040819,1,0,15
1,5,2,20,328,5,11,8,32,204,2401,7,10519,20995,8,1669,4,62,1,344,20,13,10.0,202206040219,1,0,15
1,2,2,21,232,2,16,5,35,324,1186,7,32500,17556,8,1759,4,38,1,346,30,28,10.0,202206050208,1,0,11
1,8,2,36,350,2,31,3,20,346,2117,4,22827,21749,8,1314,5,50,1,246,47,23,0.0,202206031144,0,5,17
1,2,2,16,352,2,31,3,20,346,2103,7,22100,18060,10,1486,4,16,1,344,20,13,10.0,202206050855,0,7,17
1,2,2,30,113,5,17,4,30,287,2401,4,31654,11437,8,1581,5,35,1,162,47,14,10.0,202206080833,1,0,11
1,8,2,17,184,4,30,3,35,123,2397,4,24498,21434,3,1690,5,50,1,101,19,18,10.0,202206081040,0,8,17
1,3,2,20,441,2,30,3,28,278,2217,7,33175,12540,10,1982,5,30,1,240,12,29,10.0,202206050103,0,2,11
1,7,2,20,372,5,16,5,13,168,2117,7,36061,19235,8,2035,4,26,1,168,43,18,10.0,202206070938,1,0,17
1,7,2,13,430,2,11,8,36,302,2117,4,12115,11678,10,1982,5,63,1,240,12,29,10.0,202206040700,0,7,17
1,7,2,17,343,5,34,7,20,153,1075,7,26227,10397,8,2066,4,38,1,114,43,18,10.0,202206040127,0,0,11
1,3,4,33,319,3,11,8,36,299,2117,7,17324,13011,8,2035,4,21,1,168,43,18,10.0,202206091134,1,0,11
1,7,2,17,254,5,30,3,35,319,2117,7,27543,20705,8,1189,4,31,1,152,49,17,10.0,202206070619,1,9,17
1,2,2,21,220,5,16,5,21,170,1186,6,24159,14240,5,2025,3,12,1,213,18,23,0.0,202206030722,1,0,15
1,2,3,20,217,2,32,6,32,187,2401,7,10653,13957,8,1036,4,54,1,312,43,18,10.0,202206050918,1,0,13
1,3,2,20,170,4,33,4,23,192,1199,7,13972,21227,8,1389,5,35,1,114,43,18,10.0,202206050711,0,8,17
1,2,2,16,426,2,30,3,28,117,1555,7,24372,16598,8,1314,5,58,1,246,47,14,10.0,202206080646,0,6,17
1,2,3,13,150,2,32,6,20,229,1656,7,24457,21280,8,2066,4,28,1,114,43,18,10.0,202206081108,0,2,17
1,3,2,17,184,4,16,5,28,240,1171,7,19502,19904,8,1098,4,12,1,206,12,29,10.0,202206050417,0,0,17
1,6,4,33,319,3,27,2,11,123,2556,7,35049,17670,8,1575,5,17,1,162,47,14,10.0,202206030111,0,9,17
1,8,2,18,228,2,16,5,28,262,2478,7,13860,13258,5,1314,5,53,1,246,47,14,10.0,202206060238,0,9,17
1,5,2,27,162,5,16,5,21,127,2401,7,35422,13904,8,1537,4,26,1,197,46,15,10.0,202206061117,0,2,11
1,5,2,24,431,5,34,7,20,322,1815,7,16532,16281,5,1532,4,53,1,168,43,18,10.0,202206040721,1,0,10
1,5,2,26,353,2,34,7,21,115,1505,7,22653,18709,8,1339,4,58,1,301,47,14,10.0,202206071218,0,3,11
1,8,2,13,237,2,34,7,19,260,1821,7,21493,15213,8,1036,4,38,1,312,43,18,10.0,202206030815,0,0,16
1,3,2,17,114,2,34,7,21,115,1704,7,20072,13082,8,1220,4,12,1,280,49,17,10.0,202206070800,0,5,17
1,3,2,29,207,4,30,3,13,265,1033,6,24757,10482,8,1432,5,17,1,190,47,14,10.0,202206041116,0,7,17
1,7,2,46,206,2,16,5,28,262,2059,7,16086,22365,8,1036,4,12,1,312,43,18,10.0,202206030812,1,5,17
1,6,4,33,319,3,27,2,11,181,1186,7,23892,14176,8,1195,5,58,1,332,47,14,10.0,202206080906,0,7,17
1,5,2,21,200,4,32,6,20,215,2117,7,31199,11668,8,1696,4,54,1,349,45,18,10.0,202206031059,0,2,17
1,8,2,21,424,5,30,3,13,319,2117,7,33714,20583,8,1633,5,59,1,162,47,14,10.0,202206070427,0,7,17
1,2,2,16,147,2,32,6,19,141,2117,7,23442,11310,8,1036,4,40,1,312,43,18,10.0,202206041112,1,0,16
1,6,4,33,319,3,27,2,11,272,1199,7,11503,13512,8,1363,5,50,1,317,39,15,10.0,202206070217,0,9,17
1,8,2,16,110,4,16,5,20,334,1570,7,24372,16598,8,1314,5,65,1,246,47,14,10.0,202206071251,0,3,17
1,7,2,20,399,2,30,3,28,344,2117,4,20558,11125,2,1293,3,22,1,213,18,23,0.0,202206051016,0,7,17
1,5,2,45,371,5,34,7,20,137,2117,7,13457,18650,8,2066,4,54,1,114,43,18,10.0,202206031232,0,0,15
1,5,2,29,127,2,16,5,28,124,2117,7,14180,12790,5,1206,3,47,1,213,18,23,0.0,202206030929,0,0,16
1,3,2,13,225,2,34,7,21,154,2401,3,14339,19319,6,1846,4,46,1,162,47,14,10.0,202206030502,1,0,11
1,3,2,20,282,5,24,2,23,311,1603,7,30568,20731,8,1169,4,37,1,321,43,18,10.0,202206080908,0,0,11
1,6,4,33,319,3,27,2,11,272,1919,6,31996,10724,10,1403,4,16,1,174,16,18,10.0,202206090953,0,6,17
1,7,2,18,297,5,30,3,28,335,2217,7,13276,19269,8,1858,5,58,1,190,47,14,10.0,202206090523,0,3,17
1,7,2,24,431,5,30,3,28,344,2032,7,31976,13143,8,1482,4,13,1,257,49,17,10.0,202206040146,0,2,11
1,6,4,33,319,3,27,2,11,302,2117,7,25447,16487,6,1017,5,46,1,162,47,14,10.0,202206040725,0,8,17
1,8,2,17,343,5,30,3,35,123,2397,3,13649,17316,8,1389,5,50,1,114,43,18,10.0,202206031210,0,6,17
1,3,4,20,282,5,16,5,35,324,2469,7,36169,20517,8,1535,4,12,1,168,43,18,10.0,202206071115,1,1,17
1,8,2,13,375,2,34,7,21,200,2401,7,24103,20051,8,1220,4,54,1,280,49,17,10.0,202206050338,0,0,17
1,5,2,30,113,5,34,7,21,304,2401,4,36237,19759,8,1106,5,52,1,240,12,29,10.0,202206050314,0,2,15
1,3,2,25,250,4,11,8,29,109,2117,4,35264,16799,8,1173,5,34,1,162,47,14,10.0,202206080453,0,6,17
1,7,2,26,264,2,32,6,19,234,1821,6,13204,22608,8,1232,4,38,1,301,47,23,0.0,202206070534,0,9,17
1,6,4,33,319,3,27,2,11,319,2117,4,21424,19199,8,1172,5,50,1,240,12,29,10.0,202206081019,1,8,17
1,4,2,24,431,5,32,6,19,312,2117,7,27508,16404,8,1169,4,58,1,321,43,23,0.0,202206060922,0,0,16
1,9,2,37,173,4,20,6,19,190,1744,7,22719,17754,8,1518,4,35,1,114,43,18,10.0,202206040154,0,8,17
1,5,2,21,313,4,16,5,21,225,1284,7,21493,15213,8,1036,4,38,1,312,43,18,10.0,202206040732,0,9,17
1,3,2,20,170,4,16,5,21,355,2401,7,12655,18017,8,1036,4,40,1,312,43,18,10.0,202206040423,1,0,15
1,2,2,26,239,2,31,3,21,151,2450,7,22599,11649,8,1068,5,13,1,190,47,14,10.0,202206081237,0,2,17
1,7,2,16,310,2,16,5,20,334,1570,6,32213,15912,8,1173,5,65,1,162,47,14,10.0,202206070347,0,4,11
1,5,2,25,250,4,30,3,13,344,2032,7,22589,20164,8,1542,4,13,1,152,49,17,10.0,202206050415,0,2,11
1,3,4,33,319,3,32,6,19,141,2117,7,12537,19270,8,1730,4,35,1,344,20,13,10.0,202206070311,1,0,15
1,5,2,27,162,5,16,5,20,334,2117,7,12430,17928,8,1235,5,54,1,114,43,18,10.0,202206050420,0,0,15
1,3,2,20,328,5,33,4,23,196,1497,7,25067,13725,8,2035,4,17,1,168,43,18,10.0,202206070703,0,9,17
1,2,2,33,319,3,32,6,20,222,1555,4,31539,22208,7,1061,3,44,1,175,19,18,10.0,202206030524,0,9,17
1,8,2,17,343,5,16,5,21,327,2117,7,33968,13470,8,1036,4,26,1,312,43,18,10.0,202206050801,0,5,17
1,3,2,20,372,5,34,7,21,136,2401,7,28401,16658,7,1391,3,52,1,213,18,23,0.0,202206060453,0,4,17
1,5,2,32,179,5,32,6,19,312,2117,7,35422,13904,8,1537,4,40,1,197,46,15,10.0,202206090723,0,0,16
1,3,2,13,191,4,33,4,28,246,2117,4,34458,12739,8,1114,5,35,1,162,47,14,10.0,202206051219,1,0,15
1,3,2,34,325,2,31,3,21,151,1048,6,16140,11919,3,1082,5,17,1,336,44,17,10.0,202206060147,0,6,17
1,7,2,13,237,2,31,3,21,298,2177,7,10463,22701,8,1106,5,50,1,240,12,29,10.0,202206030631,0,9,17
1,8,2,18,324,2,16,5,20,334,2117,7,25537,20093,8,1036,4,26,1,312,43,18,10.0,202206030700,0,5,17
1,3,2,18,297,5,16,5,28,262,2059,7,21571,23052,8,1336,5,38,1,246,47,14,10.0,202206050748,0,5,17
1,2,2,13,191,4,16,5,21,183,2401,7,22280,23294,8,1518,4,20,1,114,43,18,10.0,202206081127,0,0,11
1,7,2,13,375,2,32,6,19,312,2117,7,34041,13608,8,1036,4,47,1,312,43,18,10.0,202206060545,0,7,17
1,2,2,45,371,5,32,6,20,229,2117,7,16402,15597,3,1126,4,25,1,305,48,29,10.0,202206091016,0,4,15
1,2,2,13,103,2,16,5,21,127,1186,7,15860,20802,8,1036,4,17,1,312,43,23,0.0,202206081206,0,0,11
1,6,4,33,319,3,27,2,11,139,1815,4,11340,22278,6,1077,4,46,1,352,19,18,10.0,202206080626,1,0,15
1,9,2,14,300,2,15,6,20,257,1815,4,28665,20163,8,1542,4,34,1,152,49,17,10.0,202206041225,0,4,10
1,9,2,27,162,5,34,7,20,137,2117,7,30755,13800,8,2013,5,35,1,256,19,18,10.0,202206031032,0,0,11
1,7,2,14,260,4,31,3,21,210,1966,7,11059,11123,10,1945,4,16,1,263,46,15,10.0,202206090946,0,9,17
1,3,2,20,328,5,14,6,23,357,1505,4,34328,21424,8,1830,5,42,1,162,47,14,10.0,202206080826,1,0,15
1,8,3,29,155,2,16,5,20,202,2541,7,24542,11263,5,1913,3,38,1,213,18,23,0.0,202206060523,0,5,17
1,4,2,42,236,2,31,3,20,346,2032,6,23705,10032,8,1068,5,58,1,190,47,23,0.0,202206070611,0,2,17
1,7,2,20,328,5,30,3,35,123,2397,7,31941,21695,8,1036,4,18,1,312,43,18,10.0,202206031138,0,9,17
1,3,2,14,260,4,16,5,28,262,2478,4,30276,14816,8,1454,4,26,1,106,39,15,10.0,202206061112,0,9,17
1,7,2,13,150,2,30,3,35,319,1815,7,23936,12234,8,1558,4,22,1,298,49,17,10.0,202206080122,1,0,11
1,6,4,33,319,3,27,2,11,216,2401,3,18536,22929,8,2009,4,64,1,346,30,28,10.0,202206050143,1,0,13
1,3,4,20,328,5,31,3,20,346,2103,7,24103,20051,8,1220,4,13,1,280,49,17,10.0,202206050314,1,0,10
1,7,2,34,393,4,30,3,28,278,1555,7,24103,20051,8,1220,4,22,1,280,49,17,10.0,202206071116,0,0,17
1,3,2,26,275,4,11,8,29,213,1603,7,25537,20093,8,1036,4,34,1,312,43,18,10.0,202206050803,1,5,17
1,2,2,25,121,2,31,3,21,210,2177,7,32834,16149,8,1150,4,50,1,143,26,20,10.0,202206090540,0,0,11
1,7,2,27,162,5,16,5,13,168,2117,7,30492,16454,8,1585,5,54,1,190,47,14,10.0,202206060723,0,9,17
1,7,3,46,270,2,31,3,21,151,2117,7,29997,19698,8,1106,5,50,1,240,12,29,10.0,202206081041,0,7,17
1,8,2,21,291,4,11,8,32,226,1186,7,33411,19784,10,1619,4,16,1,257,49,23,0.0,202206030257,0,9,17
1,2,2,23,197,2,16,5,21,296,2401,7,10519,20995,8,1669,4,54,1,344,20,13,10.0,202206091037,0,0,15
1,7,2,15,358,3,31,3,21,151,2117,3,14748,12108,8,1694,5,59,1,332,47,14,10.0,202206050233,0,6,17
1,3,2,30,113,5,32,6,29,207,1153,7,24690,23147,8,2066,4,17,1,114,43,18,10.0,202206070323,0,2,17
1,7,2,19,199,4,11,8,29,109,2117,7,29823,21505,8,1380,4,34,1,298,49,17,10.0,202206040828,1,0,13
1,5,2,27,162,5,34,7,19,308,2153,7,21063,19062,8,1005,4,12,1,309,20,13,10.0,202206040917,0,0,16
1,8,2,30,113,5,31,3,21,151,2117,7,19475,20593,8,1244,5,22,1,106,39,15,10.0,202206090132,0,8,17
1,3,2,21,291,4,16,5,19,124,2117,7,19418,21535,8,1005,4,35,1,309,20,13,10.0,202206061020,1,0,13
1,8,3,41,411,2,21,4,30,125,2117,7,20061,13910,8,1202,5,34,1,190,47,14,10.0,202206071140,0,5,17
1,6,4,33,319,3,27,2,11,211,2044,6,16410,18001,8,1426,5,13,1,150,47,14,10.0,202206081023,1,0,10
1,8,2,21,397,2,30,3,35,319,2032,6,34815,10528,5,1236,3,13,1,213,18,23,0.0,202206071204,1,7,17
1,5,2,34,319,3,34,7,21,115,2280,7,26009,20931,8,1126,4,12,1,305,48,29,10.0,202206060604,0,2,17
1,6,4,33,319,3,27,2,11,248,2117,4,12961,19498,7,1044,3,22,1,213,18,23,0.0,202206060928,1,0,12
1,7,2,32,143,2,17,4,19,184,2117,7,33257,13886,8,1036,4,47,1,312,43,18,10.0,202206070154,0,9,17
1,4,2,32,179,5,30,3,35,319,2117,3,33937,12951,5,1350,3,35,1,213,18,23,0.0,202206040734,1,4,17
1,7,2,19,240,4,30,3,35,319,1656,7,12204,22545,8,1493,5,13,1,350,39,15,10.0,202206091114,1,9,17
1,6,4,33,319,3,27,2,11,263,2032,7,32082,21961,10,1486,4,16,1,344,20,13,10.0,202206080809,0,7,17
1,6,4,33,319,3,27,2,11,351,2117,4,29119,19843,5,1705,3,59,1,213,18,23,0.0,202206090553,0,2,11
1,6,4,33,319,3,27,2,11,319,2117,7,19790,15338,8,2051,5,35,1,186,15,22,10.0,202206070331,0,4,17
1,7,2,13,191,4,31,3,21,151,2032,6,24460,17407,8,1694,5,13,1,332,47,14,10.0,202206030750,0,4,17
1,2,2,20,217,2,30,3,13,145,2353,4,21571,23052,8,1336,5,50,1,246,47,14,10.0,202206080620,1,9,17
1,7,2,19,115,2,16,5,19,124,2117,7,31941,21695,8,1036,4,66,1,312,43,18,10.0,202206030212,1,0,16
1,3,4,33,319,3,19,6,30,228,2438,7,31198,21440,3,1220,4,38,1,280,49,17,10.0,202206070118,1,0,11
1,3,4,33,319,3,31,3,21,210,2177,4,19379,10189,5,1524,3,50,1,213,18,23,0.0,202206050109,0,0,11
1,2,2,26,341,2,33,4,28,246,2117,7,19987,20803,8,1619,4,34,1,257,49,17,10.0,202206041011,0,6,17
1,3,2,29,242,2,34,7,21,304,2438,7,20738,20930,8,1669,4,38,1,344,20,13,10.0,202206050920,0,0,11
1,7,2,20,399,2,11,8,29,213,1603,7,14971,11121,3,1220,4,62,1,280,49,17,10.0,202206030943,0,3,17
1,3,2,20,224,2,19,6,30,228,1505,7,29101,18382,3,1482,4,54,1,257,49,17,10.0,202206030459,0,0,15
1,5,2,34,393,4,17,4,31,208,2401,7,20013,15230,8,1637,4,54,1,152,49,17,10.0,202206060310,0,8,17
1,3,3,46,354,2,11,8,23,242,1631,7,32492,19988,8,1730,4,28,1,344,20,13,10.0,202206081013,0,9,17
1,5,2,26,329,2,16,5,20,334,2117,7,22719,17754,8,1518,4,35,1,114,43,18,10.0,202206090917,0,5,17
1,6,4,33,319,3,27,2,11,319,2117,7,19190,22652,8,1611,4,59,1,372,20,13,10.0,202206070305,0,3,17
1,5,2,24,431,5,16,5,19,164,2117,7,35422,13904,8,1537,4,47,1,197,46,15,10.0,202206030936,0,0,16
1,5,2,41,106,2,34,7,20,166,2542,7,36237,19759,8,1106,5,12,1,240,12,29,10.0,202206040543,0,0,16
1,8,2,24,431,5,30,3,28,117,1555,7,10653,13957,8,1036,4,22,1,312,43,18,10.0,202206071014,0,5,17
1,3,2,20,170,4,23,6,28,245,1570,7,29591,18606,8,1026,5,38,1,176,26,20,10.0,202206031206,0,0,12
1,7,2,17,215,4,34,7,20,217,2401,7,22719,17754,8,1518,4,35,1,114,43,18,10.0,202206030342,1,0,13
1,7,2,41,304,2,16,5,21,183,2401,7,30157,10974,8,2066,4,54,1,114,43,18,10.0,202206090416,0,7,17
1,6,4,33,319,3,27,2,11,324,1186,7,22325,23043,8,2041,5,38,1,162,47,14,10.0,202206080713,0,7,17
1,3,2,18,386,2,23,6,18,156,2401,7,31380,18270,6,1542,4,46,1,152,49,17,10.0,202206040654,1,0,11
1,3,4,30,113,5,19,6,30,228,1505,7,25537,20093,8,1036,4,44,1,312,43,18,10.0,202206091018,0,0,12
1,7,2,23,432,2,32,6,19,234,2117,7,24103,20051,8,1220,4,47,1,280,49,17,10.0,202206060426,0,0,14
1,5,2,46,354,2,16,5,20,220,2361,7,31686,13410,8,1690,5,58,1,101,19,18,10.0,202206080320,0,0,11
1,5,2,34,401,2,11,8,32,301,1284,7,28665,20163,8,1542,4,17,1,152,49,17,10.0,202206091130,0,8,17
1,3,2,41,406,2,34,7,20,217,2401,7,22719,17754,8,1518,4,35,1,114,43,18,10.0,202206091121,1,0,10
1,7,2,23,262,4,34,7,20,166,1263,7,29636,12299,8,1532,4,38,1,168,43,18,10.0,202206040225,1,0,16
1,2,2,29,207,4,30,3,13,145,2271,6,18536,22929,8,2009,4,13,1,346,30,28,10.0,202206041028,1,0,15
1,8,2,13,375,2,34,7,20,217,1413,6,16962,10855,8,1694,5,58,1,332,47,14,10.0,202206080951,0,7,17
1,3,2,23,262,4,34,7,19,224,2117,7,20072,13082,8,1220,4,47,1,280,49,17,10.0,202206031012,1,0,16
1,7,2,32,179,5,31,3,21,151,2117,7,14584,17683,5,1236,3,50,1,213,18,23,0.0,202206080410,0,7,17
1,8,2,32,179,5,34,7,20,322,1614,7,28511,14399,8,1036,4,12,1,312,43,18,10.0,202206071116,0,0,11
1,6,4,33,319,3,27,2,11,334,2117,7,30157,10974,8,2066,4,26,1,114,43,18,10.0,202206040117,1,0,15
1,2,2,21,356,2,16,5,28,240,2231,4,25104,20062,8,1753,5,37,1,325,26,20,10.0,202206030951,0,0,16
1,5,2,20,246,2,16,5,21,327,1960,7,16441,22291,8,1669,4,38,1,344,20,13,10.0,202206030949,1,0,11
1,2,2,20,372,5,30,3,13,145,2353,7,25263,13077,5,1296,3,50,1,213,18,23,0.0,202206030725,0,4,11
1,3,2,13,347,2,30,3,33,194,2485,6,36205,21390,8,1858,5,13,1,190,47,23,0.0,202206041022,0,5,17
1,7,2,29,207,4,31,3,21,317,1419,6,26573,18611,5,1413,3,17,1,213,18,23,0.0,202206040401,0,8,17
1,6,4,33,319,3,27,2,11,136,2401,7,21493,15213,8,1036,4,42,1,312,43,18,10.0,202206090132,0,6,17
1,5,2,13,237,2,16,5,28,199,2117,7,16086,22365,8,1036,4,40,1,312,43,18,10.0,202206090435,0,0,16
1,5,2,16,310,2,34,7,21,200,2401,7,25537,20093,5,1036,4,53,1,312,43,18,10.0,202206041035,0,0,11
1,7,2,25,250,4,16,5,20,202,2167,6,26439,17391,8,1230,5,12,1,198,43,18,10.0,202206040343,0,7,17
1,3,2,12,125,4,21,4,30,125,2117,7,25780,17433,8,1858,5,21,1,190,47,14,10.0,202206091247,0,9,17
1,5,2,20,372,5,34,7,20,322,1381,7,22299,20463,8,1378,5,12,1,190,47,14,10.0,202206050121,0,3,17
1,3,4,39,429,5,14,6,23,357,2469,7,28728,15917,8,1432,5,38,1,190,47,14,10.0,202206051112,0,8,17
1,5,2,30,113,5,30,3,35,123,2397,7,28401,19121,7,1391,3,59,1,213,18,23,0.0,202206040734,0,6,17
1,5,2,29,207,4,34,7,20,137,2117,4,14908,15604,8,1215,5,35,1,121,47,14,10.0,202206040850,0,2,17
1,8,2,23,262,4,16,5,13,168,2117,7,31706,12646,8,1036,4,54,1,312,43,18,10.0,202206061125,1,0,15
1,3,2,20,328,5,17,4,30,328,1505,7,31078,16044,8,1105,4,35,1,306,27,14,10.0,202206040446,0,4,17
1,8,2,20,441,2,16,5,28,240,2231,4,35353,17970,8,1289,5,60,1,121,47,14,10.0,202206040206,0,5,17
1,8,2,33,319,3,30,3,28,278,1555,4,13860,13258,8,1314,5,22,1,246,47,23,0.0,202206030629,0,4,17
1,7,2,30,113,5,32,6,20,229,1230,7,26894,10832,8,1126,4,17,1,305,48,29,10.0,202206080808,0,8,17
1,5,2,18,168,2,16,5,20,318,2117,4,19502,19904,8,1098,4,54,1,206,12,29,10.0,202206050424,0,5,17
1,8,2,20,372,5,30,3,35,319,2117,3,25997,12387,5,1151,3,50,1,213,18,23,0.0,202206040444,0,5,17
1,7,2,28,263,4,30,3,28,278,1555,7,30002,10102,8,1382,4,59,1,301,47,14,10.0,202206090957,0,6,17
1,2,2,41,135,5,16,5,20,334,2032,7,10670,11794,10,1220,4,16,1,280,49,17,10.0,202206030933,0,8,17
1,3,2,32,317,2,32,6,29,207,2353,7,34868,10233,8,1235,5,47,1,114,43,18,10.0,202206091015,1,0,15
1,8,2,32,108,2,11,8,32,216,2438,6,30805,11507,8,1823,5,17,1,190,47,14,10.0,202206080344,0,6,17
